id,time0
r_0001,0
r_0002,0
r_0003,0
r_0004,0
r_0005,0
r_0006,0
r_0007,-1.72E-39
r_0008,0
r_0009,0.201981733
r_0010,0
r_0011,2.406393511
r_0012,-3.39E-09
r_0013,-0.245106444
r_0014,0
r_0015,0
r_0016,0
r_0017,-0.01307324
r_0018,0
r_0019,0.201981733
r_0020,4.63E-25
r_0021,0.006
r_0022,0.190384092
r_0023,0
r_0024,0.836714055
r_0025,0
r_0026,0
r_0027,0
r_0028,-0.176988583
r_0029,0
r_0030,0
r_0031,0
r_0032,0.040344024
r_0033,0
r_0034,1.44
r_0035,-3.39E-09
r_0036,0
r_0037,0.108622169
r_0038,0.150842099
r_0039,0
r_0040,0
r_0041,0
r_0042,0
r_0043,0.390398505
r_0044,0
r_0045,0
r_0046,0
r_0047,0
r_0048,0
r_0049,0
r_0050,0
r_0051,-0.245106444
r_0052,0
r_0053,0.632331339
r_0054,0
r_0055,-3.39E-09
r_0056,0
r_0057,0.156986784
r_0058,0
r_0059,0
r_0060,0.150842099
r_0061,0
r_0062,0
r_0063,0
r_0064,0.150842099
r_0065,0.24836554
r_0066,-0.090663424
r_0067,0
r_0068,0
r_0069,-0.063779589
r_0070,-0.016855071
r_0071,0
r_0072,0
r_0073,0.041823499
r_0074,-6.59E-14
r_0075,0.269445166
r_0076,0
r_0077,0.151105712
r_0078,0
r_0079,-1.72E-39
r_0080,-0.12088457
r_0081,-0.045391381
r_0082,0
r_0083,-0.352229185
r_0084,0
r_0085,0
r_0086,0
r_0087,0.201981733
r_0088,0
r_0089,0.078096961
r_0090,0.003371014
r_0091,0
r_0092,0.762804833
r_0093,-0.006
r_0094,-0.099947794
r_0095,1.03058661
r_0096,0.030221142
r_0097,-0.0563741
r_0098,0.030221139
r_0099,2.72E-24
r_0100,4.63E-25
r_0101,0.269445166
r_0102,0.150842099
r_0103,0.041823499
r_0104,-1.72E-39
r_0105,0
r_0106,-8.36E-14
r_0107,0
r_0108,-8.73E-28
r_0109,0
r_0110,0
r_0111,0
r_0112,0.689387783
r_0113,-0.238056979
r_0114,0
r_0115,-0.208021516
r_0116,0
r_0117,0.063429004
r_0118,1.72E-39
r_0119,0
r_0120,0
r_0121,0
r_0122,0.150842099
r_0123,0.052328928
r_0124,0
r_0125,-0.01307324
r_0126,0
r_0127,0
r_0128,-1.39E-27
r_0129,0
r_0130,0
r_0131,0.269445166
r_0132,1.108277557
r_0133,0
r_0134,0.006
r_0135,0.041823499
r_0136,0
r_0137,0.108622169
r_0138,0
r_0139,0
r_0140,1.63831291
r_0141,0
r_0142,0.386779339
r_0143,0.027353758
r_0144,0
r_0145,0.656670062
r_0146,0.006
r_0147,0.632331339
r_0148,0
r_0149,0.084264249
r_0150,0
r_0151,-1.25E-23
r_0152,-0.163915343
r_0153,0
r_0154,0
r_0155,3.39E-09
r_0156,0
r_0157,-1.39E-27
r_0158,0
r_0159,0
r_0160,0
r_0161,0
r_0162,0
r_0163,-0.145292061
r_0164,0.041823499
r_0165,0
r_0166,0
r_0167,0
r_0168,0
r_0169,0
r_0170,6.61E-14
r_0171,0
r_0172,0.006
r_0173,0
r_0174,0.352229185
r_0175,0
r_0176,0
r_0177,0.063429004
r_0178,0.12088457
r_0179,0
r_0180,0.150247452
r_0181,0.181326855
r_0182,0
r_0183,0
r_0184,0.041823499
r_0185,0.201981733
r_0186,-1.39E-27
r_0187,0
r_0188,0
r_0189,0
r_0190,1.066214042
r_0191,0
r_0192,0
r_0193,-6.01E-41
r_0194,0.256934577
r_0195,0
r_0196,1.168295094
r_0197,-0.176988583
r_0198,-1.25E-23
r_0199,0
r_0200,-3.838744817
r_0201,-3.39E-09
r_0202,0
r_0203,0
r_0204,0
r_0205,0
r_0206,0
r_0207,0
r_0208,0.959267273
r_0209,-0.088118312
r_0210,0.027353758
r_0211,0
r_0212,0
r_0213,0
r_0214,0
r_0215,0.145292061
r_0216,0
r_0217,-6.59E-14
r_0218,0
r_0219,0.078096961
r_0220,-4.273714879
r_0221,0
r_0222,1.168295094
r_0223,0
r_0224,0.193843654
r_0225,0
r_0226,-8.73E-28
r_0227,0
r_0228,0
r_0229,0
r_0230,0
r_0231,0.269445166
r_0232,0.269445166
r_0233,0
r_0234,-6.59E-14
r_0235,0
r_0236,-7.94E-24
r_0237,0.059358441
r_0238,0
r_0239,0.048364615
r_0240,0
r_0241,0
r_0242,0
r_0243,0.160162953
r_0244,0
r_0245,0
r_0246,0.027353758
r_0247,3.39E-09
r_0248,0
r_0249,0
r_0250,0
r_0251,0
r_0252,0
r_0253,0
r_0254,0
r_0255,0
r_0256,0
r_0257,0.041823499
r_0258,0
r_0259,0
r_0260,-0.201981733
r_0261,0
