id,time0
r_0424,-4.98E-24
r_0425,0.22452293
r_0426,4.54E-25
r_0427,0
r_0428,0
r_0429,-8.73E-28
r_0430,1.94E-31
r_0431,0
r_0432,0
r_0433,-3.39E-09
r_0434,0
r_0435,-4.63E-25
r_0436,0
r_0437,0
r_0438,-2.70E-31
r_0439,-0.014044973
r_0440,0.204241993
r_0441,0
r_0442,0
r_0443,0
r_0444,0
r_0445,0.133460387
r_0446,-8.73E-28
r_0447,0.040301207
r_0448,0
r_0449,0
r_0450,0
r_0451,4.54E-25
r_0452,0
r_0453,0
r_0454,0
r_0455,0
r_0456,0.483896504
r_0457,0
r_0458,3.88E-31
r_0459,0
r_0460,0.006
r_0461,-2.63E-31
r_0462,-5.64E-24
r_0463,0
r_0464,-0.321294658
r_0465,0
r_0466,0
r_0467,0.125693517
r_0468,0
r_0469,-4.98E-24
r_0470,-1.78E-39
r_0471,0.024023148
r_0472,0.325310782
r_0473,0
r_0474,0
r_0475,0.25879011
r_0476,0
r_0477,0
r_0478,0
r_0479,0.090512546
r_0480,0
r_0481,0
r_0482,0
r_0483,-6.59E-14
r_0484,0.024023148
r_0485,0.25879011
r_0486,0
r_0487,-3.39E-09
r_0488,0
r_0489,0
r_0490,0
r_0491,-1.39E-27
r_0492,0
r_0493,0.055661912
r_0494,0
r_0495,0
r_0496,0.22452293
r_0497,0
r_0498,0.100730544
r_0499,0
r_0500,0.204241993
r_0501,0
r_0502,1.22E-29
r_0503,0
r_0504,0
r_0505,0
r_0506,0
r_0507,0
BIOMASS_0508,0
r_0509,0
r_0510,0
r_0511,0
r_0512,0
r_0513,1.365171348
r_0514,0
r_0515,1.365171348
r_0516,0
r_0517,0
r_0518,0
r_0519,0
r_0520,-0.014044973
r_0521,1.722135742
r_0522,-0.014044973
r_0523,0.006
r_0524,0.006
r_0525,0
r_0526,1.50E-29
r_0527,0
r_0528,0
r_0529,0
r_0530,0
r_0531,0
r_0532,-0.008820246
r_0533,-6.78E-09
r_0534,0
r_0535,0
r_0536,0
r_0537,0
r_0538,0
r_0539,0
r_0540,-6.78E-09
r_0541,3.31E-33
r_0542,0
r_0543,0
r_0544,0
r_0545,0
r_0546,0
r_0547,0
r_0548,0
r_0549,0
r_0550,0
r_0551,0
r_0552,0
r_0553,0
r_0554,0
r_0555,0
r_0556,0
r_0557,0
r_0558,0
r_0559,-3.39E-09
r_0560,0
r_0561,0
r_0562,-8.36E-14
r_0563,0
r_0564,-1.43E-25
r_0565,-4.16E-25
r_0566,0
r_0567,0
r_0568,0
r_0570,0.293505098
r_0571,0
r_0572,-3.196743821
r_0573,-8.48E-25
r_0574,-6.59E-14
r_0575,0
r_0576,2.61E-71
r_0577,0
r_0578,-1.02E-08
r_0579,0.22452293
r_0580,0
r_0581,0
r_0582,0
r_0583,0
r_0584,1.186861363
r_0586,0
r_0587,0
r_0588,0
r_0589,0
r_0590,0.090512546
r_0591,0
r_0592,0
r_0593,0
r_0594,0
r_0595,0
r_0596,0.052854041
r_0597,0
r_0598,-0.052854041
r_0599,0
r_0600,0
r_0601,0
r_0602,0
r_0603,0
r_0604,0
r_0605,0
r_0606,0
r_0607,0
r_0608,2.74E-31
r_0609,0
r_0610,0
r_0611,0
r_0612,0
r_0613,0
r_0614,0
r_0615,0
r_0616,0
r_0617,-4.75E-31
r_0618,1.42E-30
r_0619,-1.42E-30
r_0620,1.45E-30
r_0621,-1.45E-30
r_0622,0
r_0623,0
r_0624,0.12591318
r_0625,0
r_0626,0
r_0627,0
r_0628,0
r_0629,0
r_0630,0
r_0631,0
r_0632,-0.527658505
r_0633,-1.25E-23
r_0634,0
r_0635,0
r_0636,0
r_0637,0
r_0638,0
r_0639,0
r_0640,0
r_0641,2.004196277
r_0642,2.004196277
r_0643,0
r_0644,0
r_0645,-5.64E-24
r_0646,-0.015360706
r_0647,-5.64E-24
r_0648,0
r_0649,0
r_0650,0
r_0651,-1.104329238
r_0653,0
r_0654,0
r_0655,6.52E-25
r_0656,0
r_0657,0
r_0658,0
r_0659,0
r_0660,0
r_0661,0
r_0662,0
r_0663,0
r_0665,0
r_0666,0
r_0667,0
r_0668,0
r_0669,0
r_0670,0
r_0671,0
r_0672,0
r_0673,-3.70E-71
r_0674,0
r_0675,0
r_0676,-0.035118292
r_0678,0
r_0679,0
r_0680,0
r_0681,0
r_0682,0
r_0683,0
r_0684,0
r_0685,-3.23E-28
r_0687,0
r_0688,0
r_0689,0
r_0690,0
r_0692,0
r_0693,0
r_0694,0
r_0695,0
r_0696,0
r_0697,0
r_0698,0
r_0699,0
r_0700,-8.54E-26
r_0701,-8.54E-26
r_0702,-8.54E-26
r_0703,0.125913177
r_0704,0
r_0705,0
r_0706,0
r_0707,0
r_0708,-1.78E-39
r_0709,0
r_0710,-2.84E-55
r_0711,0
r_0712,0
r_0713,0
r_0714,0
r_0715,0
r_0716,0
r_0717,-3.39E-09
r_0718,-4.54E-25
r_0719,-4.54E-25
r_0720,-4.54E-25
r_0721,-4.54E-25
r_0722,0
r_0723,0.136587168
r_0725,6.78E-09
r_0726,0
r_0727,0
r_0728,0.572681692
r_0729,0
r_0731,0
r_0732,0
r_0733,0
r_0734,0
r_0735,0
r_0736,0
r_0737,0
r_0738,0
r_0739,0
r_0740,0
r_0741,-6.52E-25
r_0742,0
r_0743,0
r_0744,0
r_0745,0
r_0746,0
r_0747,0
r_0748,0
r_0749,0
r_0750,0
r_0751,0
r_0752,0
r_0753,0
r_0754,0
r_0755,0
r_0756,0
r_0757,0
r_0758,0
r_0759,0
r_0760,0
r_0761,0
r_0762,0
r_0763,0
r_0764,0
r_0765,0
r_0766,0
r_0767,-0.109550787
r_0768,0
r_0769,-2.08E-31
r_0770,0
r_0771,0
r_0772,0
r_0773,0
r_0774,0
r_0775,0
r_0776,0
r_0777,0
r_0778,0
r_0779,0
r_0780,0
r_0781,0
r_0782,0
r_0783,0
r_0784,0
r_0785,0
r_0786,0
r_0787,0
r_0788,0
r_0789,0
r_0790,0
r_0791,0
r_0792,0
r_0793,0
r_0794,0
r_0795,-4.54E-25
r_0796,0
r_0797,0
r_0798,0
r_0799,0
r_0800,0
r_0801,0
r_0802,0
r_0803,0
r_0804,0
r_0805,0
r_0806,0
r_0807,0
r_0808,0
r_0809,0
r_0810,0
r_0811,0
r_0812,0
r_0813,0
r_0814,0
r_0815,0
r_0816,0
r_0817,0
r_0818,0
r_0819,0
r_0820,0
r_0821,0
r_0822,0
r_0823,0
r_0824,0
r_0825,0
r_0826,0
r_0827,0
r_0828,0
r_0829,0
r_0830,0
r_0831,0
r_0832,0
r_0833,0
r_0834,0
r_0835,0
r_0836,0
r_0837,0
r_0838,0
r_0839,0
r_0840,-4.54E-25
r_0841,-4.54E-25
r_0842,0
r_0843,0
r_0844,0
r_0845,0
r_0846,0
r_0847,0
r_0848,0
r_0849,0.109550787
r_0850,0
r_0851,0
r_0852,0
r_0853,0
r_0854,0
r_0855,0
r_0856,0
r_0857,0
r_0858,0
r_0859,0.052854041
r_0860,0
r_0861,0
r_0862,0
r_0863,0
r_0864,0
r_0865,0
r_0866,-2.41E-28
r_0867,0
r_0868,0
r_0869,0
r_0870,0
r_0871,0
r_0872,0
r_0873,0
r_0874,0
r_0875,0
r_0876,0
r_0877,0
r_0878,0
r_0879,0
r_0880,0
r_0881,0
r_0882,0
r_0883,0
r_0884,0
r_0885,0
r_0886,0
r_0887,0
r_0888,0
r_0889,0
r_0890,0
r_0891,0
r_0892,0
r_0893,0
r_0894,0
r_0895,0
r_0896,0
r_0897,0
r_0898,0
r_0901,-3.39E-09
r_0902,0
r_0903,0
r_0904,0.037823673
r_0905,0
r_0906,4.54E-25
r_0907,-4.54E-25
r_0908,-4.54E-25
r_0909,4.54E-25
r_0910,-4.54E-25
r_0911,0
r_0912,0
r_0913,0
r_0914,0
r_0915,0
r_0916,0
r_0917,0
r_0918,0
r_0919,0
r_0920,0
r_0921,0
r_0922,0
r_0923,0
r_0924,-5.64E-24
r_0925,-6.52E-25
r_0926,0
r_0927,0
r_0928,0
r_0929,8.54E-26
r_0930,-8.54E-26
r_0931,-8.54E-26
r_0932,0
r_0934,0
r_0935,0
r_0936,0
r_0937,-6.78E-09
r_0938,0.847012998
r_0939,-1.157183279
r_0940,-2.004196277
r_0941,-6.59E-14
r_0942,0
r_0943,-6.59E-14
r_0944,0
r_0945,-0.547939445
r_0946,0.527658505
r_0947,0
r_0948,0
r_0949,0
r_0950,0
r_0951,-4.27E-31
r_0952,0
r_0953,0
r_0954,0
r_0955,4.54E-25
r_0956,3.39E-09
r_0957,0
r_0958,0
r_0959,0.280899454
r_0960,0.280899454
r_0961,-0.109550787
